Player,Salary,NBA_Country,NBA_DraftNumber,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Zhou Qi,815615.00,China,43.00,22.00,HOU,16.00,87.00,0.60,0.30,0.59,0.37,6.50,16.80,11.70,1.50,1.10,6.80,18.20,19.50,-0.40,0.10,-0.20,-0.12,-10.60,0.50,-10.10,-0.20
Zaza Pachulia,3477600.00,Georgia,42.00,33.00,GSW,66.00,937.00,16.80,0.61,0.00,0.34,11.00,25.00,18.50,15.40,1.90,1.30,19.30,17.20,1.70,1.40,3.10,0.16,-0.60,1.30,0.80,0.70
Zach Randolph,12307692.00,USA,19.00,36.00,SAC,59.00,1508.00,17.30,0.53,0.19,0.14,7.00,23.80,15.00,14.90,1.40,0.60,12.50,27.60,0.30,1.10,1.40,0.05,-0.60,-1.30,-1.90,0.00
Zach LaVine,3202217.00,USA,13.00,22.00,CHI,24.00,656.00,14.60,0.50,0.35,0.30,1.40,14.40,7.70,18.60,1.80,0.50,9.70,29.50,-0.10,0.50,0.40,0.03,-0.70,-2.00,-2.60,-0.10
Zach Collins,3057240.00,USA,10.00,20.00,POR,62.00,979.00,8.20,0.49,0.39,0.15,4.90,18.30,11.70,7.30,0.80,2.50,15.60,15.50,-0.40,1.20,0.80,0.04,-3.70,0.90,-2.90,-0.20
Yogi Ferrell,1312611.00,USA,62.00,24.00,DAL,79.00,2238.00,11.50,0.54,0.49,0.14,1.30,11.30,6.10,13.30,1.40,0.30,9.10,17.00,1.60,1.60,3.10,0.07,-0.40,-0.50,-0.90,0.60
Xavier Silas,74159.00,USA,62.00,30.00,BOS,2.00,7.00,-4.90,0.00,0.67,0.00,15.90,15.40,15.70,0.00,7.20,0.00,0.00,19.20,-0.10,0.00,0.00,-0.25,-12.60,-0.70,-13.30,0.00
Xavier Rathan-Mayes,46080.00,Canada,62.00,23.00,MEM,5.00,118.00,0.90,0.32,0.33,0.21,0.00,5.00,2.50,23.20,2.60,2.40,19.30,21.70,-0.50,0.10,-0.40,-0.17,-8.70,-1.90,-10.60,-0.30
Wilson Chandler,12016854.00,USA,23.00,30.00,DEN,70.00,2200.00,11.10,0.54,0.39,0.19,5.00,14.00,9.50,9.70,0.90,1.40,12.00,14.60,2.00,1.00,3.10,0.07,-0.40,-0.60,-1.00,0.50
Willy Hernangomez,1435750.00,Spain,35.00,23.00,TOT,45.00,430.00,20.60,0.59,0.08,0.56,13.60,25.20,19.30,11.00,1.80,2.80,15.40,21.70,0.80,0.60,1.40,0.16,-0.10,0.60,0.50,0.30
Willie Reed,1577230.00,USA,62.00,27.00,TOT,42.00,428.00,19.20,0.67,0.02,0.46,9.10,21.70,15.50,3.60,1.00,4.30,11.60,16.60,1.00,0.50,1.60,0.18,-0.80,0.00,-0.80,0.10
Willie Cauley-Stein,3704160.00,USA,6.00,24.00,SAC,70.00,1943.00,17.10,0.52,0.02,0.32,7.20,21.70,14.10,13.50,1.90,3.10,11.30,21.60,1.30,2.00,3.30,0.08,-1.60,1.60,0.00,1.00
Will Barton,3533333.00,USA,40.00,27.00,DEN,77.00,2530.00,15.90,0.56,0.41,0.22,2.90,14.20,8.60,18.50,1.60,1.60,11.80,20.50,3.90,1.70,5.60,0.11,1.40,-0.60,0.80,1.80
Wesley Matthews,17884176.00,USA,62.00,31.00,DAL,63.00,2131.00,11.40,0.54,0.58,0.15,1.40,9.10,5.20,12.30,1.80,0.70,10.10,17.60,1.00,1.70,2.70,0.06,0.20,-0.10,0.20,1.20
Wesley Johnson,5881260.00,USA,4.00,30.00,LAC,70.00,1422.00,9.80,0.51,0.48,0.16,2.10,14.00,8.10,5.30,2.50,3.60,12.60,13.00,-0.10,1.80,1.70,0.06,-2.20,2.50,0.30,0.80
Wesley Iwundu,1050000.00,USA,33.00,23.00,ORL,58.00,902.00,7.60,0.46,0.21,0.22,4.00,11.80,7.90,7.90,1.70,1.00,11.60,11.80,-0.10,0.60,0.50,0.03,-4.00,0.40,-3.60,-0.40
Wayne Selden,1312611.00,USA,62.00,23.00,MEM,35.00,692.00,11.80,0.55,0.45,0.22,2.60,6.90,4.70,16.10,1.30,0.70,15.50,22.70,0.10,0.20,0.40,0.03,-0.70,-3.20,-4.00,-0.30
Wayne Ellington,6270000.00,USA,28.00,30.00,MIA,74.00,1962.00,12.10,0.58,0.83,0.11,1.20,10.90,6.10,6.00,1.30,0.30,6.90,17.30,2.30,1.90,4.10,0.10,1.60,-1.70,-0.10,0.90
Wade Baldwin,1874400.00,USA,17.00,21.00,POR,4.00,29.00,17.00,0.73,0.14,1.29,0.00,18.60,9.40,10.70,0.00,0.00,15.40,19.60,0.10,0.00,0.10,0.18,-0.60,-2.60,-3.10,0.00
Vince Hunter,50000.00,USA,62.00,23.00,MEM,4.00,7.00,35.90,0.60,0.00,0.00,32.30,17.00,24.80,0.00,0.00,13.40,16.70,38.50,0.00,0.00,0.00,0.10,-3.10,-5.80,-9.00,0.00
Vince Carter,8000000.00,USA,5.00,41.00,SAC,55.00,971.00,10.60,0.52,0.58,0.13,1.90,14.90,8.10,9.30,2.10,2.50,10.70,14.70,0.20,0.80,1.00,0.05,-1.60,0.40,-1.30,0.20
Victor Oladipo,21000000.00,USA,2.00,25.00,IND,72.00,2471.00,23.10,0.58,0.32,0.28,2.10,15.10,8.70,21.00,3.40,2.00,12.60,30.20,4.20,3.80,8.00,0.16,3.50,1.20,4.70,4.20
Vander Blue,50000.00,USA,62.00,25.00,LAL,5.00,45.00,-1.80,0.26,0.40,0.40,0.00,2.40,1.20,8.10,1.10,0.00,33.80,8.40,-0.10,0.00,-0.10,-0.10,-8.70,-1.40,-10.10,-0.10
Udonis Haslem,2328652.00,USA,62.00,37.00,MIA,14.00,72.00,1.80,0.25,0.53,0.13,4.70,10.90,7.80,9.20,0.00,2.40,11.20,11.20,-0.10,0.10,-0.10,-0.06,-7.20,-0.40,-7.50,-0.10
Tyus Jones,1471382.00,USA,24.00,21.00,MIN,78.00,1404.00,14.10,0.57,0.37,0.25,1.30,9.40,5.30,20.90,3.20,0.40,13.90,12.70,2.30,1.10,3.40,0.12,0.80,-0.30,0.50,0.90
Tyson Chandler,13000000.00,USA,2.00,35.00,PHO,46.00,1151.00,14.30,0.66,0.00,0.50,12.20,26.90,19.40,6.60,0.70,1.90,20.50,10.60,1.90,0.80,2.60,0.11,-1.40,1.00,-0.40,0.50
Tyreke Evans,3290000.00,USA,4.00,28.00,MEM,52.00,1607.00,21.20,0.56,0.35,0.26,3.10,16.30,9.50,31.50,1.80,1.00,11.50,28.50,3.00,1.20,4.30,0.13,4.50,-0.70,3.70,2.30
Tyler Zeller,1709538.00,USA,17.00,28.00,TOT,62.00,1025.00,15.90,0.59,0.09,0.24,11.00,19.60,15.20,6.80,0.70,2.50,11.30,17.00,1.70,0.80,2.50,0.12,-1.30,-0.50,-1.80,0.00
Tyler Ulis,1312611.00,USA,34.00,22.00,PHO,68.00,1563.00,9.70,0.46,0.27,0.18,1.50,6.80,4.10,27.50,2.00,0.30,17.60,18.20,-0.80,0.50,-0.40,-0.01,-3.00,-2.30,-5.40,-1.30
Tyler Lydon,1579440.00,USA,24.00,21.00,DEN,1.00,2.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,-0.02,-5.60,-0.90,-6.50,0.00
Tyler Johnson,5881260.00,USA,62.00,25.00,MIA,69.00,1964.00,13.00,0.55,0.46,0.19,1.80,11.50,6.60,12.30,1.40,1.40,9.40,18.60,1.90,2.20,4.00,0.10,-0.10,-0.20,-0.40,0.80
Tyler Ennis,1524305.00,Canada,18.00,23.00,LAL,50.00,584.00,10.40,0.46,0.27,0.11,2.90,11.60,7.30,21.90,1.90,1.40,13.40,16.30,0.00,0.60,0.60,0.05,-3.10,-0.20,-3.30,-0.20
Tyler Dorsey,815615.00,USA,41.00,21.00,ATL,53.00,897.00,9.30,0.48,0.52,0.16,2.10,13.20,7.70,13.20,0.90,0.40,8.80,20.00,-0.20,0.40,0.10,0.01,-2.20,-2.40,-4.60,-0.60
Tyler Cavanaugh,679919.00,USA,62.00,23.00,ATL,39.00,518.00,13.00,0.57,0.59,0.14,9.70,17.70,13.70,7.90,0.80,0.70,8.00,14.80,0.90,0.30,1.20,0.11,0.50,-1.50,-1.00,0.10
Troy Williams,1471382.00,USA,62.00,23.00,TOT,21.00,307.00,15.20,0.54,0.35,0.28,8.00,14.80,11.40,7.80,3.20,1.10,13.50,20.10,0.20,0.40,0.50,0.09,-0.10,0.10,0.00,0.20
Troy Daniels,3408520.00,USA,62.00,26.00,PHO,78.00,1609.00,10.00,0.59,0.80,0.11,0.80,7.70,4.20,4.60,0.70,0.30,8.30,17.20,1.50,0.00,1.50,0.05,0.80,-3.70,-2.80,-0.30
Tristan Thompson,16400000.00,Canada,4.00,26.00,CLE,49.00,1017.00,13.70,0.57,0.00,0.35,13.30,23.60,18.50,4.20,0.80,1.40,12.20,12.50,1.70,0.70,2.40,0.12,-1.60,-0.70,-2.30,-0.10
Trey McKinney-Jones,46080.00,USA,62.00,27.00,IND,1.00,1.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,-5.70,-0.10,-5.90,0.00
Trey Lyles,2441400.00,USA,12.00,22.00,DEN,70.00,1366.00,18.00,0.59,0.40,0.27,4.50,23.80,14.20,10.10,1.10,2.10,9.00,21.20,2.60,1.20,3.80,0.13,0.60,-1.40,-0.80,0.40
Trey Burke,784160.00,USA,9.00,25.00,NYK,32.00,648.00,22.80,0.58,0.26,0.13,2.10,8.00,5.10,38.10,1.50,0.50,8.80,25.90,2.00,0.30,2.30,0.17,5.30,-3.30,2.00,0.70
Trevor Booker,9125000.00,USA,23.00,30.00,TOT,64.00,1085.00,14.80,0.56,0.09,0.28,10.80,18.70,14.80,11.00,1.20,1.50,14.10,16.50,1.50,1.20,2.70,0.12,-1.10,0.60,-0.50,0.40
Trevor Ariza,7420912.00,USA,43.00,32.00,HOU,64.00,2179.00,12.10,0.57,0.71,0.14,1.70,13.00,7.40,6.90,2.10,0.50,7.00,14.40,2.70,2.60,5.30,0.12,1.00,0.60,1.70,2.00
Treveon Graham,1312611.00,USA,62.00,24.00,CHO,63.00,1050.00,9.00,0.55,0.44,0.27,4.20,8.30,6.20,7.90,1.50,0.20,9.90,11.30,1.00,0.70,1.70,0.08,-0.60,-0.40,-1.00,0.30
Travis Wear,148318.00,USA,62.00,27.00,LAL,13.00,172.00,9.80,0.56,0.72,0.14,0.00,18.50,9.30,3.30,0.80,1.90,6.20,15.90,0.10,0.20,0.30,0.09,-2.00,-1.90,-4.00,-0.10
Tony Snell,9821429.00,USA,20.00,26.00,MIL,71.00,1955.00,8.40,0.58,0.63,0.12,0.50,7.30,4.00,6.50,1.20,1.10,7.70,10.50,1.60,0.70,2.30,0.06,-0.40,-1.30,-1.70,0.20
Tony Parker,15453126.00,France,28.00,35.00,SAS,52.00,1020.00,13.10,0.50,0.09,0.20,0.60,9.30,4.90,29.00,1.40,0.10,13.40,20.60,0.40,1.10,1.50,0.07,-2.10,-1.60,-3.80,-0.50
Tony Bradley,1414920.00,USA,28.00,20.00,UTA,9.00,29.00,9.50,0.34,0.09,0.18,15.90,27.20,21.60,5.00,0.00,0.00,0.00,18.50,0.00,0.00,0.00,0.03,-6.60,-3.10,-9.70,-0.10
Tony Allen,2116955.00,USA,25.00,36.00,NOP,22.00,273.00,8.70,0.51,0.13,0.23,8.20,10.40,9.40,4.60,1.90,0.90,15.90,18.90,-0.20,0.20,0.10,0.02,-3.90,-1.30,-5.20,-0.20
Tomas Satoransky,3000000.00,Czech Republic,32.00,26.00,WAS,69.00,1535.00,15.40,0.62,0.27,0.27,4.70,11.00,7.80,25.10,1.60,0.80,16.40,13.70,3.50,1.20,4.70,0.15,1.30,-0.30,1.00,1.20
Tobias Harris,16000000.00,USA,19.00,25.00,TOT,76.00,2546.00,17.40,0.57,0.37,0.18,2.40,15.60,8.90,11.60,1.30,1.10,7.20,23.20,4.30,2.50,6.70,0.13,1.70,-0.70,1.00,1.90
Timothe Luwawu-Cabarrot,1386600.00,France,24.00,22.00,PHI,52.00,807.00,7.00,0.51,0.59,0.22,1.90,7.50,4.80,9.40,0.70,0.50,11.50,17.50,0.10,0.70,0.80,0.05,-2.30,-2.40,-4.60,-0.50
Timofey Mozgov,15280000.00,Russia,62.00,31.00,BRK,28.00,339.00,10.20,0.59,0.21,0.29,8.70,18.70,13.60,3.60,0.70,2.40,24.40,16.20,-0.10,0.30,0.20,0.03,-4.80,-0.60,-5.40,-0.30
Tim Hardaway,16500000.00,USA,24.00,25.00,NYK,56.00,1856.00,14.40,0.53,0.48,0.21,1.90,11.20,6.60,12.50,1.60,0.50,9.00,23.80,1.50,1.00,2.50,0.07,1.60,-1.90,-0.20,0.80
Tim Frazier,2000000.00,USA,62.00,27.00,WAS,56.00,807.00,11.20,0.48,0.34,0.18,2.50,12.70,7.70,31.40,2.60,0.80,23.70,12.70,0.40,0.90,1.30,0.08,-2.30,0.10,-2.20,0.00
Thon Maker,2684160.00,South Sudan,10.00,20.00,MIL,71.00,1205.00,10.50,0.50,0.33,0.29,7.30,14.40,10.90,5.30,1.60,3.70,10.80,14.60,0.40,1.10,1.50,0.06,-2.50,0.10,-2.40,-0.10
Thomas Bryant,815615.00,USA,42.00,20.00,LAL,11.00,34.00,7.70,0.47,0.56,0.67,3.20,15.60,9.40,7.80,0.00,0.00,7.90,15.80,0.00,0.00,0.00,0.04,-3.80,-3.30,-7.10,0.00
Thaddeus Young,14796348.00,USA,12.00,29.00,IND,78.00,2544.00,14.70,0.53,0.21,0.10,7.90,14.10,11.10,8.40,2.50,1.20,10.50,17.30,2.10,3.10,5.20,0.10,0.10,1.30,1.40,2.20
Thabo Sefolosha,5250000.00,Switzerland,13.00,33.00,UTA,38.00,806.00,15.90,0.59,0.35,0.23,4.10,18.50,11.40,6.40,3.20,1.30,10.20,16.40,1.00,1.60,2.60,0.15,-0.30,2.20,1.80,0.80
Terry Rozier,1988520.00,USA,16.00,23.00,BOS,77.00,1980.00,15.40,0.52,0.50,0.19,3.40,16.20,9.90,17.00,2.00,0.70,8.00,20.50,2.30,3.30,5.60,0.14,1.00,1.00,2.00,2.00
Terrence Ross,10500000.00,USA,8.00,26.00,ORL,22.00,576.00,10.30,0.52,0.48,0.20,1.90,11.60,6.70,8.90,2.30,1.20,11.50,16.60,-0.10,0.50,0.50,0.04,-1.80,0.10,-1.70,0.00
Terrance Ferguson,1785000.00,USA,21.00,19.00,OKC,59.00,728.00,7.00,0.53,0.69,0.06,2.80,3.90,3.30,3.20,1.60,1.20,6.30,10.30,0.50,0.50,1.10,0.07,-1.50,-1.30,-2.80,-0.10
Taurean Waller-Prince,2422560.00,USA,12.00,23.00,ATL,79.00,2359.00,12.30,0.54,0.46,0.18,2.20,15.40,8.80,13.40,1.70,1.50,15.50,21.70,-0.30,1.90,1.60,0.03,-1.10,0.00,-1.10,0.50
Tarik Black,3290000.00,USA,62.00,26.00,HOU,48.00,474.00,14.90,0.59,0.08,0.48,14.40,19.90,17.10,3.80,2.10,4.70,18.70,15.90,0.60,0.90,1.40,0.14,-2.60,2.00,-0.50,0.20
Taj Gibson,14000000.00,USA,26.00,32.00,MIN,78.00,2613.00,15.40,0.62,0.05,0.25,8.00,16.50,12.20,5.30,1.10,1.80,9.90,14.60,5.30,1.50,6.80,0.12,1.00,0.10,1.20,2.10
T.J. Warren,3152931.00,USA,14.00,24.00,PHO,65.00,2142.00,17.70,0.54,0.09,0.24,6.10,10.60,8.30,7.20,1.50,1.50,6.70,24.90,2.70,0.80,3.50,0.08,-0.10,-1.80,-1.90,0.10
T.J. McConnell,1471382.00,USA,62.00,25.00,PHI,72.00,1651.00,12.30,0.55,0.15,0.10,2.40,11.50,7.10,24.70,2.60,0.60,20.80,13.80,1.20,2.40,3.60,0.11,-1.90,1.10,-0.70,0.50
T.J. Leaf,2028360.00,USA,18.00,20.00,IND,50.00,428.00,10.50,0.55,0.32,0.10,6.90,13.40,10.20,2.60,0.60,0.80,7.30,14.20,0.50,0.30,0.70,0.08,-1.90,-2.70,-4.70,-0.30
Steven Adams,22471910.00,New Zealand,12.00,24.00,OKC,73.00,2390.00,20.80,0.63,0.00,0.40,16.90,13.90,15.50,5.50,1.90,2.90,13.30,16.70,6.40,2.90,9.30,0.19,2.20,1.20,3.40,3.30
Sterling Brown,815615.00,USA,46.00,22.00,MIL,51.00,728.00,9.50,0.51,0.44,0.13,4.20,17.60,10.90,4.60,2.10,1.30,10.60,14.00,0.10,0.70,0.80,0.05,-2.80,-1.00,-3.80,-0.30
Stephen Curry,34682550.00,USA,7.00,29.00,GSW,51.00,1631.00,28.20,0.68,0.58,0.35,2.70,14.40,8.90,30.20,2.40,0.40,13.30,31.00,7.20,1.90,9.20,0.27,9.80,-1.20,8.60,4.40
Stanley Johnson,3097800.00,USA,8.00,21.00,DET,65.00,1773.00,9.10,0.48,0.42,0.26,1.80,13.20,7.40,8.20,2.60,0.60,11.30,16.40,-0.60,2.30,1.80,0.05,-2.60,1.20,-1.40,0.30
Spencer Dinwiddie,1524305.00,USA,38.00,24.00,BRK,77.00,2217.00,16.00,0.53,0.51,0.32,1.90,10.30,6.10,35.10,1.40,0.80,11.60,20.30,4.20,1.30,5.50,0.12,2.10,-1.70,0.40,1.30
Solomon Hill,12236535.00,USA,23.00,26.00,NOP,8.00,127.00,6.80,0.39,0.56,0.13,4.40,12.40,8.60,16.90,1.50,0.60,12.90,13.20,-0.10,0.10,0.00,0.01,-3.10,-0.50,-3.60,-0.10
Skal Labissiere,1312611.00,Haiti,28.00,21.00,SAC,60.00,1240.00,14.30,0.51,0.11,0.26,8.70,18.20,13.20,9.10,1.00,3.70,12.50,21.10,0.40,0.90,1.30,0.05,-2.70,0.00,-2.70,-0.20
Sindarius Thornwell,815615.00,USA,48.00,23.00,LAC,69.00,1059.00,8.10,0.52,0.26,0.38,3.20,10.10,6.70,7.00,2.10,1.80,15.50,11.60,0.10,0.90,1.00,0.05,-2.60,1.20,-1.40,0.20
Shelvin Mack,6000000.00,USA,34.00,27.00,ORL,65.00,1283.00,13.70,0.53,0.33,0.24,1.90,11.90,6.80,29.30,1.90,0.50,16.40,17.50,1.10,1.00,2.00,0.08,-1.00,-1.20,-2.20,-0.10
Shaun Livingston,7692308.00,USA,4.00,32.00,GSW,68.00,1081.00,11.60,0.54,0.01,0.18,3.60,8.90,6.40,16.50,1.50,1.50,13.80,16.50,0.90,1.00,1.80,0.08,-2.50,-0.80,-3.30,-0.40
Shaquille Harrison,92160.00,USA,62.00,24.00,PHO,20.00,291.00,15.20,0.53,0.22,0.35,2.50,16.50,9.40,18.10,3.50,1.90,12.70,18.30,0.20,0.30,0.60,0.09,-1.30,1.50,0.20,0.20
Shane Larkin,1524305.00,USA,18.00,25.00,BOS,50.00,686.00,10.20,0.51,0.39,0.17,2.00,10.10,6.10,16.30,1.80,0.20,12.20,15.50,0.30,0.90,1.30,0.09,-2.30,0.00,-2.40,-0.10
Shabazz Napier,2361360.00,USA,24.00,26.00,POR,70.00,1455.00,14.50,0.55,0.41,0.27,1.80,9.90,5.90,15.10,2.70,0.80,13.80,19.50,1.30,1.90,3.20,0.11,0.00,0.40,0.40,0.90
Shabazz Muhammad,1577230.00,USA,14.00,25.00,TOT,41.00,385.00,14.40,0.50,0.15,0.23,6.00,14.00,10.00,6.40,1.20,0.70,3.10,22.30,0.30,0.20,0.50,0.06,-2.00,-3.80,-5.80,-0.40
Serge Ibaka,20061729.00,Democratic Re_,24.00,28.00,TOR,73.00,2010.00,14.50,0.57,0.38,0.16,4.30,21.20,12.90,4.40,0.70,3.70,9.60,19.40,1.90,2.80,4.80,0.11,-0.90,0.50,-0.40,0.80
Semi Ojeleye,1291892.00,USA,37.00,23.00,BOS,69.00,1049.00,4.00,0.45,0.69,0.25,3.70,11.00,7.40,2.40,1.00,0.20,10.80,8.70,-0.30,1.20,0.90,0.04,-3.80,0.30,-3.50,-0.40
Sean Kilpatrick,1524305.00,USA,62.00,28.00,TOT,48.00,537.00,9.50,0.48,0.50,0.24,0.60,14.90,7.70,11.50,0.80,0.60,10.30,24.60,-0.50,0.30,-0.20,-0.02,-3.70,-3.80,-7.50,-0.70
Scotty Hopson,74159.00,USA,62.00,28.00,DAL,1.00,8.00,-4.60,0.27,0.00,2.00,0.00,0.00,0.00,15.80,0.00,0.00,34.70,16.40,0.00,0.00,0.00,-0.24,-14.80,-5.90,-20.70,0.00
Sam Dekker,1794600.00,USA,18.00,23.00,LAC,69.00,817.00,11.10,0.53,0.25,0.22,5.20,15.50,10.40,6.00,1.30,0.90,10.30,15.50,0.40,0.60,1.10,0.06,-2.40,-0.90,-3.30,-0.30
Salah Mejri,1471382.00,Tunisia,62.00,31.00,DAL,61.00,729.00,17.80,0.64,0.02,0.48,12.60,25.30,18.80,7.20,1.50,8.20,19.00,12.80,1.30,1.30,2.70,0.18,-2.10,5.40,3.20,1.00
Ryan Anderson,19578455.00,USA,21.00,29.00,HOU,66.00,1725.00,12.60,0.59,0.71,0.19,6.20,15.40,10.80,5.10,0.70,1.00,7.50,14.40,3.10,1.60,4.70,0.13,1.10,-0.80,0.20,1.00
Russell Westbrook,28530608.00,USA,4.00,29.00,OKC,77.00,2801.00,25.00,0.53,0.19,0.34,5.40,25.30,15.00,49.40,2.50,0.60,16.40,34.30,5.50,4.30,9.80,0.17,5.20,3.00,8.20,7.20
Rudy Gobert,21974719.00,France,27.00,25.00,UTA,52.00,1702.00,20.90,0.66,0.00,0.68,10.30,27.50,19.00,6.70,1.20,6.10,15.50,16.90,4.00,3.60,7.60,0.21,-0.30,4.50,4.20,2.70
Rudy Gay,8406000.00,USA,8.00,31.00,SAS,54.00,1160.00,17.80,0.55,0.22,0.27,6.70,19.50,13.10,9.50,1.90,2.60,11.60,24.50,0.90,2.00,2.90,0.12,-0.80,1.00,0.20,0.60
Royce O'Neale,815615.00,USA,62.00,24.00,UTA,65.00,1052.00,10.40,0.52,0.41,0.27,2.70,20.20,11.50,12.30,1.70,1.20,15.10,14.80,0.30,1.70,1.90,0.09,-2.70,1.70,-1.10,0.20
Rondae Hollis-Jefferson,1471382.00,USA,23.00,23.00,BRK,64.00,1811.00,17.30,0.55,0.07,0.44,5.80,19.80,12.70,14.20,1.60,1.70,11.50,22.60,2.30,1.80,4.10,0.11,-1.10,0.90,-0.20,0.80
Ron Baker,4328000.00,USA,62.00,24.00,NYK,29.00,385.00,9.30,0.50,0.56,0.44,1.40,7.20,4.30,15.50,3.30,1.40,20.40,10.00,0.10,0.40,0.50,0.06,-1.90,0.90,-1.00,0.10
Rodney Purvis,92160.00,USA,62.00,23.00,ORL,12.00,203.00,4.10,0.43,0.58,0.13,0.00,8.20,4.10,7.10,0.70,1.20,9.60,18.00,-0.30,0.10,-0.30,-0.06,-5.00,-2.70,-7.70,-0.30
Rodney McGruder,1312611.00,USA,62.00,26.00,MIA,15.00,258.00,12.40,0.62,0.48,0.09,3.50,8.30,5.90,6.90,1.60,0.70,5.70,12.30,0.40,0.30,0.70,0.13,0.30,-0.60,-0.30,0.10
