Player,Salary,NBA_Country,NBA_DraftNumber,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Jarell Eddie,83129.00,USA,62.00,26.00,TOT,3.00,9.00,-1.90,0.00,1.00,0.00,0.00,12.00,6.10,0.00,5.60,0.00,0.00,9.80,0.00,0.00,0.00,-0.14,-10.10,1.70,-8.40,0.00
Jared Dudley,10000000.00,USA,22.00,32.00,PHO,45.00,626.00,8.70,0.55,0.68,0.26,1.30,13.40,7.30,16.20,1.70,1.20,17.50,10.10,0.40,0.30,0.80,0.06,-1.80,-0.20,-2.00,0.00
JaMychal Green,8533333.00,USA,62.00,27.00,MEM,55.00,1542.00,14.00,0.53,0.26,0.23,10.80,24.40,17.40,8.30,1.10,1.50,12.40,17.90,1.30,1.30,2.60,0.08,-1.10,-0.20,-1.30,0.30
Jamil Wilson,50000.00,USA,62.00,27.00,LAC,15.00,274.00,11.40,0.63,0.78,0.05,1.20,11.40,6.40,5.20,0.90,2.40,8.80,14.30,0.40,0.20,0.60,0.10,1.10,-1.00,0.10,0.10
James Michael McAdoo,50000.00,USA,62.00,25.00,PHI,3.00,18.00,7.50,0.51,1.00,0.29,0.00,11.60,6.00,0.00,0.00,4.60,11.30,21.10,0.00,0.00,0.00,0.02,-4.30,-4.40,-8.80,0.00
James Johnson,13954000.00,USA,16.00,30.00,MIA,70.00,1873.00,15.90,0.58,0.31,0.26,3.60,17.20,10.40,22.70,1.90,2.20,17.10,19.00,2.20,2.80,4.90,0.13,0.10,1.90,2.00,1.90
James Harden,28299399.00,USA,3.00,28.00,HOU,69.00,2449.00,30.20,0.62,0.50,0.50,1.80,15.40,8.60,44.80,2.50,1.70,14.70,36.20,11.40,3.60,15.00,0.29,9.80,1.30,11.10,8.10
James Ennis,3028410.00,USA,50.00,27.00,TOT,68.00,1540.00,11.80,0.59,0.39,0.31,5.30,11.10,8.10,6.70,1.50,1.10,11.60,13.60,2.00,1.10,3.10,0.10,-0.50,-0.40,-0.90,0.40
Jameer Nelson,4736050.00,USA,20.00,35.00,TOT,50.00,1013.00,8.20,0.49,0.51,0.08,1.40,9.50,5.60,23.00,1.30,0.30,21.00,13.70,-0.10,0.60,0.60,0.03,-2.60,-1.50,-4.10,-0.50
Jameel Warney,46080.00,USA,62.00,24.00,DAL,3.00,27.00,22.60,0.60,0.00,0.42,16.00,21.20,18.50,0.00,0.00,0.00,6.60,25.60,0.10,0.00,0.10,0.16,-3.10,-9.00,-12.10,-0.10
Jamal Murray,3355320.00,Canada,7.00,20.00,DEN,77.00,2414.00,16.20,0.58,0.41,0.24,3.60,9.70,6.60,16.30,1.60,0.90,13.00,22.90,4.00,1.20,5.10,0.10,1.80,-2.10,-0.20,1.10
Jamal Crawford,10942762.00,USA,8.00,37.00,MIN,76.00,1566.00,13.50,0.53,0.43,0.15,1.30,5.50,3.40,17.10,1.20,0.40,10.80,24.20,1.10,0.30,1.30,0.04,0.30,-4.30,-3.90,-0.80
Jakob Poeltl,2825640.00,Austria,9.00,22.00,TOR,78.00,1429.00,17.00,0.65,0.01,0.27,12.40,16.10,14.30,5.60,1.20,5.40,16.20,14.60,2.90,2.20,5.10,0.17,0.30,2.90,3.20,1.90
Jake Layman,1312611.00,USA,47.00,23.00,POR,33.00,155.00,3.80,0.33,0.43,0.07,2.90,7.00,4.90,8.70,1.90,2.10,9.90,14.30,-0.30,0.20,-0.10,-0.04,-5.80,0.30,-5.50,-0.10
Jahlil Okafor,4995120.00,USA,3.00,22.00,TOT,28.00,353.00,15.40,0.58,0.03,0.21,6.30,19.40,12.80,5.90,0.40,3.90,12.20,21.00,0.30,0.30,0.60,0.08,-3.70,-0.70,-4.40,-0.20
Jae Crowder,6796117.00,USA,34.00,27.00,TOT,76.00,2007.00,10.30,0.53,0.51,0.23,3.10,11.40,7.30,6.90,1.50,0.80,9.50,16.90,1.00,1.50,2.50,0.06,-0.80,-1.00,-1.80,0.10
Jacob Pullen,50000.00,USA,62.00,28.00,PHI,3.00,6.00,-2.30,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.30,21.40,0.00,0.00,0.00,-0.21,-10.50,-4.70,-15.30,0.00
Jabari Parker,6782392.00,USA,2.00,22.00,MIL,27.00,621.00,17.30,0.56,0.25,0.16,5.30,16.40,10.90,13.70,1.60,1.40,10.00,23.30,0.70,0.50,1.20,0.09,0.10,-1.60,-1.60,0.10
J.R. Smith,13760000.00,USA,18.00,32.00,CLE,76.00,2152.00,8.50,0.53,0.65,0.10,1.50,10.00,5.80,8.60,1.50,0.40,11.60,13.80,0.50,0.90,1.40,0.03,-0.60,-1.00,-1.60,0.20
J.J. Redick,23000000.00,USA,11.00,33.00,PHI,67.00,2021.00,15.60,0.61,0.52,0.24,0.50,8.30,4.50,15.20,0.80,0.20,9.80,21.50,4.40,1.80,6.10,0.15,2.40,-2.50,-0.10,1.00
J.J. Barea,3903900.00,Puerto Rico,62.00,33.00,DAL,69.00,1603.00,17.80,0.55,0.45,0.15,1.00,13.30,7.00,45.10,1.10,0.20,16.30,24.90,2.30,1.10,3.30,0.10,2.40,-2.20,0.20,0.90
Ivica Zubac,1312611.00,Croatia,32.00,20.00,LAL,39.00,336.00,15.60,0.57,0.00,0.45,11.20,20.20,15.70,9.10,0.90,2.70,14.80,17.90,0.50,0.40,0.90,0.12,-2.60,0.20,-2.40,0.00
Ivan Rabb,950000.00,USA,35.00,20.00,MEM,32.00,401.00,15.60,0.60,0.00,0.22,11.80,23.70,17.60,9.70,1.00,1.60,18.80,17.90,0.40,0.30,0.80,0.09,-2.30,-0.50,-2.80,-0.10
Ish Smith,6000000.00,USA,62.00,29.00,DET,78.00,1966.00,15.00,0.52,0.12,0.15,1.50,10.80,6.10,28.00,1.50,0.90,11.10,20.70,2.00,2.00,4.00,0.10,-0.90,-0.60,-1.50,0.30
Isaiah Whitehead,1312611.00,USA,42.00,22.00,BRK,16.00,180.00,11.60,0.53,0.21,0.22,2.30,13.10,7.70,19.70,2.20,0.80,20.30,28.40,-0.30,0.20,-0.10,-0.04,-4.20,-1.30,-5.50,-0.20
Isaiah Thomas,6261395.00,USA,60.00,28.00,TOT,32.00,862.00,12.60,0.51,0.45,0.31,2.20,6.30,4.20,27.00,0.80,0.30,16.60,28.80,-0.10,0.30,0.20,0.01,-0.90,-4.30,-5.20,-0.70
Isaiah Taylor,1312611.00,USA,62.00,23.00,ATL,64.00,1086.00,11.20,0.50,0.20,0.38,2.30,6.80,4.50,27.00,1.40,0.80,15.50,19.70,0.40,0.40,0.80,0.04,-2.70,-2.50,-5.20,-0.90
Isaiah Canaan,1069308.00,USA,34.00,26.00,TOT,20.00,422.00,13.50,0.54,0.48,0.37,1.50,10.10,5.70,26.70,1.80,0.20,15.40,18.90,0.50,0.10,0.60,0.07,0.10,-2.50,-2.40,0.00
Iman Shumpert,10337079.00,USA,17.00,27.00,CLE,14.00,276.00,6.40,0.48,0.45,0.26,2.90,13.60,8.30,8.10,1.60,1.20,19.90,13.00,-0.20,0.20,0.00,-0.01,-3.90,-0.10,-4.00,-0.10
Ike Anigbogu,950000.00,USA,47.00,19.00,IND,10.00,28.00,23.20,0.56,0.00,0.67,20.40,16.10,18.20,0.00,1.80,9.50,14.70,21.80,0.10,0.00,0.10,0.18,-4.10,-1.40,-5.40,0.00
Ian Mahinmi,16661641.00,France,28.00,31.00,WAS,74.00,1096.00,12.90,0.61,0.01,0.52,13.70,17.00,15.40,6.90,1.70,3.20,24.40,15.60,1.00,1.40,2.40,0.10,-1.70,1.70,-0.10,0.50
Ian Clark,1577230.00,USA,62.00,26.00,NOP,72.00,1398.00,9.10,0.53,0.39,0.12,0.80,8.40,4.70,10.10,1.10,0.60,10.20,17.30,0.10,0.80,0.90,0.03,-2.20,-2.00,-4.20,-0.80
Henry Ellenson,1780800.00,USA,18.00,21.00,DET,34.00,242.00,7.70,0.42,0.39,0.15,4.00,24.20,13.90,10.70,0.60,0.00,10.80,23.60,-0.40,0.30,-0.20,-0.03,-5.90,-2.40,-8.30,-0.40
Hassan Whiteside,23775506.00,USA,33.00,28.00,MIA,51.00,1303.00,24.10,0.58,0.00,0.33,14.20,36.90,25.60,6.80,1.40,5.80,12.80,24.40,2.20,3.00,5.20,0.19,-2.10,2.40,0.20,0.70
Harrison Barnes,23112004.00,USA,7.00,25.00,DAL,75.00,2561.00,16.00,0.54,0.27,0.26,3.20,17.20,10.00,10.00,1.00,0.50,8.20,25.20,2.10,1.90,4.00,0.08,-0.60,-1.20,-1.80,0.10
Guerschon Yabusele,2247480.00,France,16.00,22.00,BOS,31.00,182.00,10.50,0.54,0.69,0.38,9.20,15.40,12.40,11.10,0.60,0.90,17.30,15.60,0.10,0.20,0.40,0.10,-1.10,-0.40,-1.50,0.00
Greg Monroe,17884176.00,USA,7.00,27.00,TOT,47.00,951.00,20.20,0.59,0.00,0.30,11.80,25.20,18.40,16.80,2.00,1.70,17.90,22.40,1.30,1.40,2.70,0.13,-0.50,1.90,1.30,0.80
Gorgui Dieng,14112360.00,Senegal,21.00,28.00,MIN,75.00,1281.00,14.20,0.54,0.15,0.27,8.80,22.20,15.40,7.60,1.70,2.50,12.40,16.20,1.30,1.20,2.50,0.10,-1.30,0.60,-0.70,0.40
Gordon Hayward,29727900.00,USA,9.00,27.00,BOS,1.00,5.00,7.40,0.50,0.50,0.00,0.00,21.60,11.00,0.00,0.00,0.00,0.00,17.90,0.00,0.00,0.00,0.06,-5.90,-6.00,-11.90,0.00
Goran Dragic,17000450.00,Slovenia,45.00,31.00,MIA,73.00,2324.00,16.80,0.54,0.28,0.26,2.60,12.00,7.30,25.40,1.30,0.40,12.10,25.80,3.00,2.40,5.40,0.11,1.20,-1.10,0.10,1.20
Glenn Robinson,1524305.00,USA,40.00,24.00,IND,19.00,241.00,8.90,0.44,0.32,0.12,3.80,8.40,6.10,7.20,2.30,0.40,3.10,11.90,0.10,0.20,0.30,0.06,-2.40,-0.40,-2.70,0.00
Giannis Antetokounmpo,22471910.00,Greece,15.00,23.00,MIL,73.00,2698.00,27.70,0.60,0.10,0.47,6.80,25.10,16.00,23.70,1.90,3.30,11.60,31.30,8.60,3.50,12.10,0.21,4.20,1.80,5.90,5.40
Gian Clavell,50000.00,Puerto Rico,62.00,24.00,DAL,7.00,64.00,7.40,0.53,0.83,0.11,1.70,10.70,6.10,6.70,1.60,0.00,9.60,14.80,0.00,0.00,0.10,0.04,-1.70,-1.80,-3.50,0.00
Gerald Green,947248.00,USA,18.00,32.00,HOU,37.00,825.00,14.00,0.56,0.72,0.15,1.90,14.00,8.00,4.40,1.40,1.30,5.20,21.70,1.00,0.90,1.90,0.11,0.60,-2.30,-1.80,0.10
Georgios Papagiannis,2301360.00,Greece,13.00,20.00,SAC,16.00,118.00,10.70,0.42,0.00,0.00,11.10,24.30,17.40,11.50,0.90,4.80,16.30,18.60,-0.20,0.10,0.00,-0.02,-6.30,1.30,-5.10,-0.10
Georges Niang,100000.00,USA,50.00,24.00,UTA,7.00,18.00,15.00,0.39,0.38,0.25,12.80,18.80,15.80,26.70,5.60,0.00,18.40,27.30,0.00,0.00,0.00,0.01,-2.00,3.50,1.50,0.00
George Hill,20000000.00,USA,26.00,31.00,TOT,65.00,1783.00,13.20,0.58,0.40,0.27,2.60,8.90,5.70,14.90,1.60,1.30,13.20,16.40,2.30,0.80,3.10,0.08,0.30,-1.00,-0.70,0.60
Gary Payton,50000.00,USA,62.00,25.00,TOT,19.00,149.00,7.60,0.41,0.32,0.06,6.10,11.70,8.90,12.40,1.00,1.70,5.80,15.30,0.00,0.10,0.10,0.02,-3.40,-1.70,-5.20,-0.10
Gary Harris,2550055.00,USA,19.00,23.00,DEN,65.00,2265.00,16.60,0.60,0.44,0.18,1.80,6.80,4.30,13.10,2.60,0.60,11.00,20.60,3.90,1.40,5.40,0.11,2.50,-1.60,1.00,1.70
Garrett Temple,8000000.00,USA,62.00,31.00,SAC,65.00,1615.00,10.20,0.54,0.48,0.16,1.50,9.60,5.40,11.20,1.80,1.60,13.40,16.40,0.30,0.80,1.10,0.03,-1.30,-0.70,-2.00,0.00
Furkan Korkmaz,1465920.00,Turkey,26.00,20.00,PHI,12.00,69.00,6.50,0.45,0.63,0.17,3.30,13.60,8.60,6.00,1.40,1.20,7.20,17.20,0.00,0.10,0.00,0.03,-3.70,-1.60,-5.30,-0.10
Fred VanVleet,1312611.00,USA,62.00,23.00,TOR,73.00,1478.00,16.20,0.56,0.48,0.18,1.90,11.70,6.90,22.60,2.20,1.00,10.70,19.10,2.90,1.90,4.70,0.15,2.10,0.00,2.20,1.60
Frank Ntilikina,3501120.00,France,8.00,19.00,NYK,74.00,1566.00,6.50,0.43,0.31,0.15,2.30,9.20,5.80,19.80,1.90,0.90,20.50,17.00,-2.10,1.00,-1.20,-0.04,-3.90,-0.50,-4.40,-0.90
Frank Mason,1184385.00,USA,34.00,23.00,SAC,51.00,972.00,13.10,0.48,0.22,0.30,3.40,12.10,7.50,22.80,1.80,1.00,12.70,22.50,0.10,0.50,0.60,0.03,-1.80,-1.50,-3.30,-0.30
Frank Kaminsky,2847600.00,USA,9.00,24.00,CHO,76.00,1755.00,14.00,0.54,0.38,0.28,2.70,14.40,8.40,10.80,1.00,0.90,7.90,20.30,2.00,1.30,3.20,0.09,0.00,-1.20,-1.20,0.40
Evan Turner,17131148.00,USA,2.00,29.00,POR,75.00,1910.00,9.90,0.52,0.22,0.20,1.70,11.50,6.60,12.40,1.00,1.10,13.50,15.70,0.60,1.80,2.40,0.06,-2.40,0.30,-2.10,0.00
Evan Fournier,17000000.00,France,20.00,25.00,ORL,57.00,1837.00,15.60,0.58,0.42,0.22,1.40,9.50,5.40,14.80,1.30,0.70,9.80,23.30,2.50,0.90,3.40,0.09,1.60,-2.10,-0.40,0.70
E'Twaun Moore,8445024.00,USA,55.00,28.00,NOP,78.00,2468.00,11.90,0.59,0.36,0.08,2.50,7.50,5.10,10.00,1.50,0.40,10.70,16.20,2.40,1.50,3.90,0.08,0.50,-0.80,-0.40,1.00
Ersan Ilyasova,6000000.00,Turkey,36.00,30.00,TOT,65.00,1627.00,14.50,0.56,0.41,0.22,7.60,17.50,12.60,7.60,1.70,1.20,9.70,18.40,1.90,1.70,3.60,0.11,0.00,-0.20,-0.20,0.70
Eric Moreland,1739333.00,USA,62.00,26.00,DET,63.00,715.00,13.00,0.51,0.00,0.26,11.00,27.40,19.00,13.50,1.70,5.70,25.90,9.30,0.40,1.40,1.90,0.13,-3.60,5.80,2.20,0.80
Eric Gordon,12943020.00,USA,7.00,29.00,HOU,68.00,2127.00,15.30,0.58,0.62,0.25,1.30,7.60,4.50,11.60,1.00,1.10,10.80,24.80,3.00,1.70,4.70,0.11,1.50,-2.50,-1.00,0.60
Eric Bledsoe,14500000.00,USA,18.00,28.00,TOT,70.00,2209.00,19.30,0.58,0.36,0.32,2.60,11.50,7.10,24.90,3.20,1.50,16.10,26.30,2.60,2.30,4.90,0.11,2.20,-0.40,1.80,2.10
Enes Kanter,20566802.00,Turkey,3.00,25.00,NYK,71.00,1830.00,24.00,0.63,0.00,0.26,16.60,30.60,23.70,9.50,1.00,1.80,13.30,21.80,5.50,2.10,7.60,0.20,2.50,0.10,2.60,2.10
Emmanuel Mudiay,3381480.00,Democratic Re...,7.00,21.00,TOT,63.00,1237.00,11.60,0.48,0.28,0.25,2.40,11.30,6.80,24.60,1.60,0.80,16.20,24.40,-0.70,0.70,0.00,0.00,-2.50,-2.20,-4.70,-0.80
Emeka Okafor,239204.00,USA,2.00,35.00,NOP,24.00,341.00,16.30,0.54,0.00,0.23,15.20,21.90,18.70,2.80,1.10,5.80,11.40,14.50,0.50,0.50,1.00,0.13,-2.80,1.20,-1.60,0.00
Elfrid Payton,3332340.00,USA,10.00,23.00,TOT,63.00,1808.00,16.60,0.54,0.14,0.25,3.80,12.80,8.30,34.90,2.20,1.00,18.50,21.80,1.40,1.40,2.90,0.08,0.10,0.00,0.10,1.00
Ekpe Udoh,3200000.00,USA,6.00,30.00,UTA,59.00,783.00,15.30,0.57,0.01,0.49,9.40,11.40,10.40,9.10,2.70,7.80,12.50,9.20,1.30,1.70,3.00,0.19,-1.20,6.80,5.60,1.50
Ed Davis,6352531.00,USA,13.00,28.00,POR,76.00,1439.00,15.80,0.61,0.00,0.39,13.90,28.60,21.30,4.00,1.10,2.90,15.80,12.20,2.60,2.40,5.00,0.17,-1.60,1.70,0.10,0.80
Dwyane Wade,15550000.00,USA,5.00,36.00,TOT,64.00,1476.00,15.50,0.51,0.16,0.28,3.80,14.70,9.30,23.70,1.90,2.60,15.50,26.10,-0.20,1.50,1.40,0.05,-2.10,0.50,-1.70,0.10
Dwight Powell,9003125.00,Canada,45.00,26.00,DAL,76.00,1587.00,18.70,0.66,0.17,0.43,8.90,21.10,14.80,8.10,2.00,1.70,10.60,15.40,4.40,2.00,6.40,0.19,1.10,1.60,2.70,1.90
Dwight Howard,23500000.00,USA,1.00,32.00,CHO,78.00,2384.00,20.50,0.58,0.01,0.64,10.90,33.40,21.90,7.10,1.00,4.50,15.20,24.30,2.80,3.70,6.40,0.13,-2.00,1.70,-0.30,1.00
Dwight Buycks,748160.00,USA,62.00,28.00,DET,29.00,427.00,12.80,0.50,0.23,0.21,3.00,7.70,5.30,22.40,2.20,0.40,15.30,26.40,-0.20,0.40,0.30,0.03,-2.50,-1.70,-4.20,-0.20
Dwayne Bacon,815615.00,USA,40.00,22.00,CHO,53.00,713.00,5.80,0.43,0.22,0.13,0.60,18.60,9.40,7.60,1.10,0.20,10.20,13.70,-0.70,0.60,-0.10,-0.01,-5.50,-0.40,-5.80,-0.70
Draymond Green,16400000.00,USA,35.00,27.00,GSW,66.00,2171.00,16.40,0.56,0.41,0.28,4.10,21.10,13.20,29.10,2.00,3.20,21.80,17.10,2.80,3.40,6.20,0.14,0.60,2.90,3.50,3.00
Dragan Bender,4468800.00,Croatia,4.00,20.00,PHO,79.00,1957.00,6.60,0.51,0.67,0.11,1.90,16.20,8.90,9.00,0.50,2.10,18.30,12.60,-0.90,0.70,-0.20,-0.01,-3.00,0.00,-3.00,-0.50
Doug McDermott,3294994.00,USA,11.00,26.00,TOT,79.00,1724.00,10.50,0.58,0.42,0.16,2.60,10.20,6.30,6.60,0.50,0.80,9.40,15.00,1.70,0.60,2.30,0.06,-0.70,-1.70,-2.40,-0.20
Dorian Finney-Smith,1312611.00,USA,62.00,24.00,DAL,18.00,344.00,6.30,0.47,0.60,0.16,5.00,13.00,8.90,7.00,1.00,1.00,15.10,14.00,-0.20,0.20,0.00,0.01,-3.50,-0.20,-3.70,-0.10
Donovan Mitchell,2621280.00,USA,13.00,21.00,UTA,75.00,2512.00,16.50,0.54,0.41,0.21,2.20,10.10,6.20,19.20,2.20,0.90,12.70,29.00,1.20,3.50,4.70,0.09,1.20,-0.30,0.80,1.80
Domantas Sabonis,2550000.00,Lithuania,11.00,21.00,IND,70.00,1711.00,17.30,0.57,0.05,0.35,10.50,25.30,18.00,12.60,1.00,1.50,15.70,21.70,2.40,2.10,4.50,0.13,-0.80,0.40,-0.40,0.70
Dirk Nowitzki,5000000.00,Germany,9.00,39.00,DAL,77.00,1900.00,16.70,0.58,0.45,0.14,1.30,25.10,12.80,10.40,1.10,2.10,6.00,20.50,2.60,2.20,4.90,0.12,0.10,0.30,0.40,1.20
Dion Waiters,11000000.00,USA,4.00,26.00,MIA,30.00,918.00,10.50,0.49,0.42,0.17,1.00,8.50,4.70,19.80,1.30,0.80,13.70,25.00,-0.70,0.90,0.10,0.01,-2.10,-1.90,-4.00,-0.50
Dillon Brooks,815615.00,Canada,45.00,22.00,MEM,78.00,2220.00,9.10,0.53,0.34,0.19,2.30,10.10,6.10,8.40,1.50,0.70,12.80,17.90,-0.30,1.10,0.90,0.02,-2.20,-1.30,-3.40,-0.80
Deyonta Davis,1312611.00,USA,31.00,21.00,MEM,58.00,841.00,16.70,0.62,0.00,0.23,9.00,21.70,15.20,7.30,0.80,3.90,10.10,15.40,1.70,0.80,2.50,0.14,-1.30,0.50,-0.80,0.30
Dewayne Dedmon,6000000.00,USA,62.00,28.00,ATL,59.00,1458.00,15.70,0.60,0.30,0.17,7.40,28.10,17.80,9.20,1.30,2.70,14.80,17.10,1.60,1.70,3.30,0.11,-1.10,1.50,0.40,0.90
Devin Harris,4402546.00,USA,5.00,34.00,TOT,67.00,1272.00,12.80,0.56,0.49,0.38,1.00,9.80,5.30,16.70,1.80,0.80,13.00,20.10,1.40,0.90,2.30,0.09,-0.30,-1.60,-1.80,0.00
Devin Booker,2319360.00,USA,13.00,21.00,PHO,54.00,1865.00,18.10,0.56,0.36,0.31,1.50,12.70,7.00,24.50,1.20,0.60,13.90,31.60,1.90,0.50,2.40,0.06,2.90,-2.40,0.50,1.20
Derrick Williams,104059.00,USA,2.00,26.00,LAL,2.00,9.00,-3.20,0.25,0.50,0.00,0.00,11.80,5.90,0.00,0.00,0.00,0.00,18.90,0.00,0.00,0.00,-0.19,-11.50,-6.70,-18.20,0.00
Derrick White,1404600.00,USA,29.00,23.00,SAS,17.00,139.00,15.90,0.65,0.39,0.61,4.00,16.90,10.40,9.30,1.50,1.80,12.60,15.40,0.30,0.20,0.50,0.17,0.00,0.50,0.50,0.10
Derrick Rose,2116955.00,USA,1.00,29.00,TOT,21.00,366.00,12.30,0.52,0.16,0.27,4.00,6.00,5.10,14.60,0.70,0.90,14.80,26.20,-0.10,0.00,-0.10,-0.01,-3.50,-4.00,-7.40,-0.50
Derrick Jones,1312611.00,USA,62.00,20.00,TOT,19.00,245.00,10.30,0.49,0.35,0.46,9.60,7.80,8.70,5.10,0.80,4.40,10.10,12.70,0.20,0.30,0.40,0.08,-2.50,0.80,-1.70,0.00
Derrick Favors,12000000.00,USA,3.00,26.00,UTA,73.00,2044.00,18.80,0.59,0.08,0.32,10.60,18.40,14.50,8.00,1.30,3.20,10.30,18.50,4.30,3.20,7.50,0.18,0.40,2.10,2.50,2.40
Denzel Valentine,2186400.00,USA,14.00,24.00,CHI,77.00,2095.00,12.10,0.53,0.51,0.07,2.40,18.30,10.00,17.80,1.50,0.50,11.80,17.50,1.00,1.60,2.60,0.06,-0.40,0.00,-0.50,0.80
Dennis Smith,3218280.00,USA,9.00,20.00,DAL,67.00,1978.00,12.80,0.48,0.33,0.19,2.60,11.80,7.10,29.00,1.70,0.70,15.00,29.10,-2.30,1.70,-0.70,-0.02,-1.50,-0.70,-2.20,-0.10
Dennis Schroder,15500000.00,Germany,17.00,24.00,ATL,67.00,2078.00,17.30,0.52,0.23,0.23,2.40,8.80,5.60,36.40,1.70,0.20,12.70,30.40,1.60,1.00,2.60,0.06,1.50,-2.20,-0.70,0.70
Demetrius Jackson,92858.00,USA,45.00,23.00,PHI,3.00,17.00,24.60,0.82,0.25,0.50,6.60,0.00,3.20,35.50,2.80,0.00,17.00,14.80,0.10,0.00,0.10,0.30,5.00,-4.00,1.00,0.00
DeMarre Carroll,14800000.00,USA,27.00,31.00,BRK,73.00,2180.00,14.30,0.55,0.50,0.31,5.00,18.40,11.70,10.60,1.30,1.00,10.30,19.80,2.30,1.80,4.10,0.09,0.50,-0.20,0.20,1.20
DeMarcus Cousins,18063850.00,USA,5.00,27.00,NOP,48.00,1737.00,22.70,0.58,0.34,0.46,6.80,31.00,19.30,23.20,2.20,3.50,18.90,31.90,1.50,3.20,4.70,0.13,2.00,3.60,5.60,3.30
