Player,Salary,NBA_Country,NBA_DraftNumber,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
DeMar DeRozan,27739975.00,USA,9.00,28.00,TOR,77.00,2616.00,21.30,0.56,0.20,0.40,2.40,10.40,6.50,24.80,1.60,0.60,9.50,29.70,6.80,2.60,9.50,0.17,2.90,-0.90,2.00,2.60
Delon Wright,1645200.00,USA,20.00,25.00,TOR,65.00,1339.00,16.80,0.58,0.34,0.26,3.80,11.50,7.70,19.80,2.50,2.00,14.20,17.20,2.40,1.90,4.30,0.15,1.30,1.60,2.90,1.60
Dejounte Murray,1312611.00,USA,29.00,21.00,SAS,78.00,1669.00,14.90,0.48,0.06,0.23,7.00,22.60,14.70,20.50,2.80,1.40,16.90,20.70,-0.30,3.30,3.00,0.09,-2.30,3.50,1.10,1.30
DeAndre Liggins,1577230.00,USA,53.00,29.00,TOT,55.00,711.00,6.20,0.49,0.52,0.05,1.20,10.80,6.10,8.10,2.60,1.70,16.10,7.80,-0.10,0.70,0.60,0.04,-3.20,1.20,-2.00,0.00
DeAndre Jordan,22642350.00,USA,35.00,29.00,LAC,73.00,2321.00,20.20,0.65,0.00,0.54,15.00,37.60,26.50,7.10,0.80,2.50,16.30,15.20,5.80,3.50,9.20,0.19,0.50,1.80,2.30,2.50
DeAndre' Bembry,1567200.00,USA,21.00,23.00,ATL,23.00,395.00,6.20,0.47,0.24,0.25,2.30,15.80,9.10,14.10,1.90,2.20,25.80,18.00,-0.90,0.40,-0.50,-0.06,-6.60,1.10,-5.50,-0.30
De'Aaron Fox,4609200.00,USA,5.00,20.00,SAC,70.00,1928.00,11.20,0.48,0.19,0.24,1.60,9.70,5.50,24.50,1.80,1.00,16.10,23.20,-1.50,0.90,-0.60,-0.02,-2.80,-1.60,-4.40,-1.20
Davon Reed,815615.00,USA,32.00,22.00,PHO,18.00,195.00,5.20,0.39,0.49,0.17,1.10,16.80,8.80,6.50,2.50,0.80,9.90,15.30,-0.30,0.10,-0.20,-0.05,-5.60,-0.50,-6.10,-0.20
Davis Bertans,1312611.00,Latvia,42.00,25.00,SAS,74.00,1067.00,14.20,0.59,0.69,0.14,1.90,13.90,7.80,10.40,1.20,2.20,8.40,17.40,1.60,1.50,3.10,0.14,1.30,-0.20,1.10,0.80
David West,2328652.00,USA,18.00,37.00,GSW,69.00,947.00,21.40,0.61,0.02,0.21,7.70,18.50,13.50,20.40,2.30,6.00,16.40,22.00,1.70,1.70,3.50,0.18,0.00,3.40,3.40,1.30
David Stockton,148318.00,USA,62.00,26.00,UTA,2.00,6.00,31.40,0.93,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,35.80,0.10,0.00,0.10,0.46,11.90,-9.40,2.50,0.00
David Nwaba,1312611.00,USA,62.00,25.00,CHI,66.00,1529.00,12.80,0.56,0.12,0.53,5.40,16.20,10.60,9.40,1.80,1.70,13.10,15.00,1.40,1.40,2.80,0.09,-2.20,1.20,-1.00,0.40
Darren Collison,10000000.00,USA,21.00,30.00,IND,65.00,1929.00,18.90,0.61,0.33,0.24,2.10,7.60,4.90,26.30,2.30,0.70,11.20,17.40,5.60,1.80,7.30,0.18,3.20,-1.00,2.20,2.00
Darrell Arthur,7464912.00,USA,27.00,29.00,DEN,19.00,141.00,8.40,0.56,0.49,0.06,2.40,9.60,6.00,9.30,2.80,1.80,23.70,19.50,-0.20,0.10,0.00,-0.01,-3.50,-1.10,-4.60,-0.10
Darius Miller,2100000.00,USA,46.00,27.00,NOP,78.00,1847.00,9.40,0.62,0.75,0.13,1.00,7.90,4.60,7.70,0.60,0.70,10.10,12.80,2.10,0.80,2.90,0.08,0.60,-1.70,-1.10,0.40
Dario Saric,2422560.00,Croatia,12.00,23.00,PHI,74.00,2229.00,16.10,0.59,0.45,0.24,7.50,16.70,12.30,13.00,1.10,0.70,13.40,20.90,3.70,2.80,6.50,0.14,1.70,-0.10,1.60,2.00
Dante Exum,4992385.00,Australia,5.00,22.00,UTA,10.00,148.00,21.90,0.63,0.20,0.36,1.60,11.40,6.50,32.90,2.00,0.60,15.00,24.40,0.40,0.20,0.60,0.21,2.20,-1.10,1.10,0.10
Dante Cunningham,2300000.00,USA,33.00,30.00,TOT,70.00,1499.00,9.70,0.54,0.47,0.15,5.10,14.50,9.90,4.10,1.20,1.40,8.10,11.50,1.00,1.20,2.20,0.07,-1.50,-0.10,-1.60,0.20
Danny Green,10000000.00,USA,46.00,30.00,SAS,67.00,1742.00,11.50,0.51,0.57,0.11,2.60,12.90,7.70,9.00,1.70,3.80,11.00,16.50,0.10,2.80,3.00,0.08,-1.00,2.30,1.30,1.50
Danilo Gallinari,20559599.00,Italy,6.00,29.00,LAC,21.00,671.00,13.90,0.55,0.43,0.34,1.50,14.80,8.30,8.90,0.90,1.20,8.10,20.60,0.80,0.40,1.30,0.09,0.00,-1.30,-1.30,0.10
Daniel Theis,815615.00,Germany,62.00,25.00,BOS,63.00,936.00,16.20,0.62,0.25,0.35,10.70,21.20,16.10,9.10,1.60,4.30,17.20,15.50,1.60,1.90,3.50,0.18,-0.80,3.50,2.70,1.10
D'Angelo Russell,5562360.00,USA,2.00,21.00,BRK,44.00,1124.00,15.50,0.51,0.40,0.21,2.70,14.20,8.40,35.60,1.40,1.10,16.20,30.70,-0.40,0.80,0.40,0.02,0.80,-1.00,-0.20,0.50
Damyean Dotson,1100000.00,USA,44.00,23.00,NYK,40.00,356.00,8.90,0.49,0.41,0.13,2.20,15.20,8.70,9.20,1.00,0.20,9.70,16.50,0.00,0.20,0.20,0.02,-2.70,-2.10,-4.90,-0.30
Damion Lee,92160.00,USA,62.00,25.00,ATL,12.00,321.00,12.90,0.50,0.39,0.21,3.10,15.70,9.40,11.70,2.60,0.30,7.80,19.20,0.10,0.30,0.40,0.06,-1.40,-0.20,-1.50,0.00
Damien Wilkins,2116955.00,USA,62.00,38.00,IND,19.00,152.00,4.90,0.41,0.46,0.10,3.80,8.10,6.00,7.80,0.70,0.60,10.90,13.40,-0.10,0.10,-0.10,-0.02,-4.30,-2.10,-6.40,-0.20
Damian Lillard,26153057.00,USA,6.00,27.00,POR,70.00,2558.00,25.10,0.59,0.44,0.38,2.60,10.90,6.80,30.90,1.50,0.90,11.10,30.40,9.50,2.60,12.10,0.23,7.60,-0.80,6.80,5.70
Damian Jones,1312611.00,USA,30.00,22.00,GSW,11.00,54.00,10.70,0.77,0.00,0.40,9.00,11.60,10.40,0.00,0.00,2.90,20.30,12.00,0.10,0.00,0.10,0.10,-2.60,-3.80,-6.40,-0.10
Dakari Johnson,815615.00,USA,48.00,22.00,OKC,29.00,159.00,16.60,0.58,0.00,0.51,10.80,13.00,11.80,7.30,1.90,4.60,5.90,13.70,0.40,0.20,0.60,0.18,-0.90,1.30,0.50,0.10
D.J. Wilson,2135040.00,USA,17.00,21.00,MIL,21.00,69.00,9.10,0.64,0.36,0.14,1.70,13.60,7.70,6.20,1.40,1.20,21.20,12.40,0.00,0.00,0.10,0.04,-3.50,-1.70,-5.20,-0.10
D.J. Augustin,7250000.00,USA,9.00,30.00,ORL,71.00,1679.00,15.40,0.61,0.51,0.36,1.90,8.30,5.10,24.10,1.50,0.00,16.10,18.40,3.20,0.80,4.00,0.12,1.60,-2.40,-0.80,0.50
Cristiano Felicio,7843500.00,Brazil,62.00,25.00,CHI,51.00,856.00,12.30,0.62,0.01,0.35,8.80,16.70,12.60,8.60,0.60,1.10,17.50,13.40,1.10,0.50,1.60,0.09,-2.30,-0.20,-2.50,-0.10
Courtney Lee,11747890.00,USA,22.00,32.00,NYK,73.00,2226.00,12.90,0.56,0.37,0.17,1.40,9.10,5.30,11.40,1.80,0.60,9.60,16.90,2.50,1.20,3.70,0.08,0.70,-0.70,0.00,1.10
Cory Joseph,7630000.00,Canada,29.00,26.00,IND,78.00,2108.00,11.20,0.51,0.32,0.16,2.10,11.60,6.90,15.90,1.80,0.70,11.20,14.60,1.30,1.90,3.30,0.07,-1.10,0.10,-1.00,0.60
Corey Brewer,7579366.00,USA,7.00,31.00,TOT,69.00,1121.00,11.10,0.54,0.33,0.30,3.70,10.30,7.00,7.70,3.20,1.10,12.80,14.30,0.60,1.50,2.10,0.09,-1.80,1.00,-0.80,0.30
Cole Aldrich,7300000.00,USA,11.00,29.00,MIN,19.00,46.00,5.20,0.34,0.00,0.40,7.50,25.40,16.40,5.90,2.20,1.90,5.40,17.90,-0.10,0.10,0.00,-0.03,-7.40,-0.60,-8.00,-0.10
Cody Zeller,12584270.00,USA,4.00,25.00,CHO,33.00,627.00,16.00,0.60,0.02,0.55,11.30,19.40,15.30,7.40,1.10,2.80,14.60,15.70,1.20,0.70,1.90,0.14,-0.70,1.20,0.50,0.40
Clint Capela,2334520.00,Switzerland,25.00,23.00,HOU,71.00,1955.00,24.60,0.65,0.00,0.38,13.50,31.00,22.30,5.80,1.40,5.80,11.60,19.50,6.00,3.90,9.90,0.24,0.10,2.90,3.00,2.50
Chris Paul,24599495.00,USA,4.00,32.00,HOU,55.00,1753.00,24.30,0.60,0.48,0.29,2.30,17.00,9.70,40.70,2.60,0.70,12.70,24.30,7.00,2.60,9.60,0.26,6.00,1.00,7.00,4.00
Chris McCullough,1471382.00,USA,29.00,22.00,WAS,19.00,90.00,15.80,0.48,0.19,0.33,8.90,22.60,15.70,7.10,0.00,4.80,4.00,24.60,0.10,0.10,0.20,0.08,-3.80,-1.90,-5.70,-0.10
Cheick Diallo,1312611.00,Mali,33.00,21.00,NOP,48.00,538.00,17.40,0.62,0.00,0.37,8.80,29.70,19.60,4.80,0.90,2.80,11.00,17.60,1.10,0.70,1.80,0.16,-2.60,-0.50,-3.10,-0.20
Channing Frye,7420912.00,USA,8.00,34.00,TOT,50.00,643.00,14.20,0.63,0.54,0.08,1.90,19.80,11.00,7.50,1.30,1.80,7.80,14.90,1.00,0.50,1.60,0.12,-0.10,-0.90,-1.00,0.20
Chandler Parsons,23112004.00,USA,38.00,29.00,MEM,36.00,691.00,13.70,0.58,0.52,0.12,2.30,13.10,7.50,16.50,1.30,1.50,12.50,18.30,0.70,0.40,1.10,0.08,0.30,-1.50,-1.20,0.10
Cedi Osman,2642857.00,Turkey,62.00,22.00,CLE,57.00,584.00,10.90,0.61,0.44,0.23,2.70,17.00,10.00,6.80,1.60,0.40,14.20,15.00,0.40,0.40,0.80,0.07,-1.60,-1.50,-3.10,-0.20
Carmelo Anthony,26243760.00,USA,3.00,33.00,OKC,75.00,2413.00,12.70,0.50,0.40,0.16,2.90,17.80,10.10,6.40,0.90,1.80,7.40,23.30,1.10,2.40,3.50,0.07,-2.00,-2.00,-3.90,-1.20
Caris LeVert,1632480.00,USA,20.00,23.00,BRK,68.00,1781.00,14.20,0.52,0.34,0.26,3.10,12.10,7.60,26.00,2.00,0.90,15.60,22.60,0.70,1.40,2.10,0.06,-0.30,-0.30,-0.50,0.70
Cameron Payne,2203440.00,USA,14.00,23.00,CHI,21.00,476.00,14.00,0.49,0.43,0.08,3.30,9.50,6.30,28.90,2.20,1.70,13.30,19.30,0.30,0.40,0.60,0.07,-0.20,-0.60,-0.80,0.10
Caleb Swanigan,1465920.00,USA,26.00,20.00,POR,24.00,165.00,7.10,0.41,0.15,0.24,10.10,20.30,15.20,12.20,1.50,1.50,19.00,19.60,-0.30,0.20,0.00,-0.01,-5.70,0.90,-4.80,-0.10
C.J. Miles,7936509.00,USA,34.00,30.00,TOR,66.00,1251.00,13.20,0.55,0.76,0.15,1.60,10.90,6.30,5.70,1.40,1.20,5.70,22.10,1.40,1.30,2.80,0.11,1.90,-2.40,-0.50,0.50
C.J. McCollum,23962573.00,USA,10.00,26.00,POR,77.00,2780.00,17.40,0.54,0.32,0.17,1.90,9.90,5.90,16.00,1.30,1.00,8.50,26.40,4.00,2.70,6.70,0.12,1.70,-1.10,0.60,1.90
Buddy Hield,3675480.00,Bahamas,6.00,24.00,SAC,77.00,1930.00,16.00,0.56,0.44,0.09,2.80,15.10,8.70,12.30,2.00,1.00,11.20,24.30,1.20,1.30,2.60,0.06,1.10,-1.60,-0.50,0.70
Bryn Forbes,1312611.00,USA,62.00,24.00,SAS,77.00,1462.00,9.10,0.52,0.46,0.14,0.80,7.30,4.10,8.10,0.90,0.10,6.80,16.70,0.70,1.30,2.00,0.07,-1.30,-1.80,-3.10,-0.40
Bruno Caboclo,2451225.00,Brazil,20.00,22.00,TOT,11.00,99.00,8.50,0.40,0.57,0.20,7.70,15.60,11.50,6.90,1.50,3.80,10.90,16.60,-0.10,0.10,0.00,-0.01,-4.10,-0.20,-4.30,-0.10
Brook Lopez,22642350.00,USA,10.00,29.00,LAL,70.00,1657.00,16.60,0.56,0.41,0.20,4.70,13.10,8.90,11.70,0.90,4.70,10.30,23.50,1.80,1.90,3.70,0.11,0.40,0.20,0.60,1.10
Brice Johnson,1331160.00,USA,25.00,23.00,TOT,18.00,98.00,18.20,0.49,0.02,0.12,10.40,25.40,17.90,3.40,4.50,5.50,10.20,22.30,0.00,0.20,0.20,0.09,-4.90,2.20,-2.70,0.00
Briante Weber,83129.00,USA,62.00,25.00,TOT,18.00,237.00,10.10,0.53,0.26,0.23,3.80,13.10,8.40,13.10,3.80,1.90,24.00,11.70,0.00,0.40,0.40,0.07,-3.30,2.90,-0.40,0.10
Brandon Paul,815615.00,USA,62.00,26.00,SAS,61.00,558.00,7.20,0.49,0.43,0.34,1.20,12.20,6.70,9.20,2.30,1.00,16.80,13.40,-0.30,0.80,0.50,0.04,-3.80,1.10,-2.70,-0.10
Brandon Jennings,238020.00,USA,10.00,28.00,MIL,11.00,156.00,14.00,0.51,0.52,0.18,2.30,13.50,7.90,30.30,1.60,2.20,18.20,19.20,0.10,0.10,0.20,0.07,-1.10,-1.80,-2.90,0.00
Brandon Ingram,5519400.00,USA,2.00,20.00,LAL,59.00,1975.00,13.90,0.54,0.14,0.37,3.10,13.80,8.50,17.60,1.10,1.80,14.40,22.20,1.00,1.80,2.80,0.07,-1.60,0.30,-1.30,0.30
Brandan Wright,5179760.00,USA,8.00,30.00,TOT,28.00,381.00,19.00,0.60,0.00,0.32,9.80,19.30,14.40,5.60,1.70,6.40,6.40,14.70,0.80,0.50,1.30,0.17,-1.30,2.30,1.00,0.30
Bradley Beal,23775506.00,USA,3.00,24.00,WAS,78.00,2819.00,18.70,0.57,0.36,0.25,2.30,11.40,6.90,21.20,1.70,1.10,11.60,27.80,4.30,2.40,6.70,0.11,2.80,-1.00,1.90,2.70
Bojan Bogdanovic,10500000.00,Croatia,31.00,28.00,IND,77.00,2386.00,13.80,0.60,0.45,0.24,1.40,10.90,6.20,7.10,1.10,0.30,10.20,18.90,3.60,1.60,5.10,0.10,1.10,-1.90,-0.80,0.70
Bogdan Bogdanovic,9470614.00,Serbia,27.00,25.00,SAC,75.00,2089.00,13.80,0.56,0.43,0.16,1.50,10.70,5.90,18.30,1.70,0.70,13.10,19.60,2.00,0.90,2.90,0.07,0.70,-1.60,-0.90,0.60
Bobby Portis,1516320.00,USA,22.00,22.00,CHI,69.00,1553.00,20.00,0.55,0.28,0.20,10.30,22.30,16.10,13.60,1.50,1.10,9.90,26.00,2.20,1.40,3.60,0.11,1.40,-0.70,0.70,1.10
Bobby Brown,1524305.00,USA,62.00,33.00,HOU,20.00,115.00,5.40,0.43,0.69,0.03,0.00,6.80,3.40,14.90,1.70,0.00,13.30,26.00,-0.30,0.10,-0.20,-0.08,-5.00,-4.30,-9.30,-0.20
Boban Marjanovic,7000000.00,Serbia,62.00,29.00,TOT,35.00,286.00,25.10,0.61,0.00,0.62,13.90,29.80,21.70,12.50,1.50,3.30,16.00,28.80,0.80,0.50,1.20,0.21,-0.50,0.60,0.10,0.20
Blake Griffin,29512900.00,USA,1.00,28.00,TOT,58.00,1970.00,19.60,0.54,0.32,0.33,4.10,19.80,11.90,28.10,1.00,0.80,12.60,28.90,3.20,1.90,5.00,0.12,2.80,0.00,2.80,2.40
Bismack Biyombo,17000000.00,Democratic Re...,7.00,25.00,ORL,78.00,1428.00,13.90,0.56,0.00,0.46,10.70,23.90,17.30,6.40,0.70,5.00,17.40,14.50,1.10,1.70,2.80,0.09,-3.70,2.10,-1.50,0.20
Ben Simmons,6168840.00,Australia,1.00,21.00,PHI,77.00,2614.00,19.80,0.56,0.01,0.34,5.90,19.30,12.80,37.40,2.40,2.10,19.30,22.20,4.00,4.70,8.70,0.16,0.90,3.50,4.40,4.20
Ben McLemore,5200000.00,USA,7.00,24.00,MEM,52.00,968.00,9.20,0.52,0.42,0.17,3.60,11.40,7.40,7.50,1.90,1.40,14.00,19.50,-0.40,0.70,0.30,0.01,-2.60,-1.30,-3.90,-0.50
Bam Adebayo,2490360.00,USA,14.00,20.00,MIA,66.00,1324.00,15.60,0.56,0.02,0.53,9.70,21.70,15.70,11.20,1.20,2.60,13.60,15.90,2.10,1.90,4.10,0.15,-1.70,2.00,0.30,0.80
Avery Bradley,8808989.00,USA,19.00,27.00,TOT,46.00,1433.00,9.70,0.50,0.33,0.13,1.70,7.30,4.50,10.40,1.80,0.50,13.30,23.50,-1.40,1.30,-0.10,-0.01,-2.80,-1.30,-4.10,-0.80
Austin Rivers,11825000.00,USA,10.00,25.00,LAC,58.00,1965.00,12.90,0.53,0.45,0.19,1.50,6.30,4.00,17.10,1.80,0.70,10.80,20.70,1.50,1.10,2.60,0.06,1.00,-1.40,-0.40,0.80
Arron Afflalo,2328652.00,USA,27.00,32.00,ORL,51.00,657.00,5.50,0.51,0.43,0.17,0.70,10.50,5.50,6.20,0.30,1.10,11.30,12.40,-0.10,0.20,0.10,0.01,-4.30,-1.70,-6.00,-0.70
Aron Baynes,4328000.00,Australia,62.00,31.00,BOS,77.00,1402.00,11.70,0.51,0.04,0.19,9.10,22.30,15.80,9.40,0.70,2.80,14.60,16.40,0.40,2.40,2.80,0.10,-4.00,2.20,-1.80,0.10
Antonius Cleveland,92160.00,USA,62.00,23.00,TOT,14.00,93.00,5.40,0.40,0.13,0.38,2.30,12.20,7.20,2.90,3.20,4.80,17.70,11.00,-0.20,0.10,0.00,0.00,-7.50,3.80,-3.70,0.00
Anthony Tolliver,3290000.00,USA,62.00,32.00,DET,75.00,1624.00,13.50,0.65,0.78,0.28,3.10,12.60,7.70,7.50,0.90,1.10,9.80,14.70,3.40,1.50,4.80,0.14,2.00,-0.70,1.20,1.30
Anthony Davis,23775506.00,USA,1.00,24.00,NOP,71.00,2582.00,28.90,0.62,0.11,0.41,7.80,24.90,16.60,10.80,2.00,5.50,8.70,29.80,8.50,4.50,13.00,0.24,3.00,2.30,5.30,4.70
Ante Zizic,1645200.00,Croatia,23.00,21.00,CLE,30.00,186.00,23.20,0.74,0.00,0.35,13.50,18.40,16.00,4.40,0.30,6.00,13.20,18.10,0.70,0.20,0.80,0.22,1.00,-0.60,0.40,0.10
Andrew Wiggins,7574322.00,Canada,1.00,22.00,MIN,78.00,2832.00,13.20,0.51,0.26,0.24,3.00,10.70,6.80,8.00,1.50,1.50,8.90,23.60,0.50,1.40,1.90,0.03,-1.00,-1.50,-2.60,-0.40
Andrew Harrison,1312611.00,USA,44.00,23.00,MEM,56.00,1326.00,12.70,0.53,0.33,0.37,2.00,9.70,5.70,21.40,1.50,1.80,14.00,19.70,1.00,0.80,1.80,0.06,-0.90,-1.40,-2.30,-0.10
Andrew Bogut,2328652.00,Australia,1.00,33.00,LAL,23.00,216.00,10.90,0.70,0.00,0.08,12.90,25.50,19.30,9.10,0.90,4.90,42.30,8.80,0.10,0.30,0.40,0.09,-3.60,3.60,0.00,0.10
Andre Roberson,9259259.00,USA,26.00,26.00,OKC,39.00,1037.00,10.90,0.54,0.22,0.24,7.70,12.20,9.90,6.00,2.20,3.10,14.40,8.60,0.80,1.30,2.10,0.10,-1.40,2.80,1.40,0.90
Andre Iguodala,14814815.00,USA,9.00,34.00,GSW,63.00,1601.00,11.30,0.54,0.36,0.28,3.80,12.50,8.50,16.00,1.60,1.90,16.00,11.50,1.60,1.70,3.30,0.10,-0.70,1.00,0.40,1.00
Andre Drummond,23775506.00,USA,9.00,24.00,DET,76.00,2541.00,23.00,0.56,0.01,0.45,16.50,36.60,26.30,14.30,2.20,4.30,16.00,21.20,4.40,5.60,10.10,0.19,0.20,5.30,5.50,4.80
Amir Johnson,11000000.00,USA,56.00,30.00,PHI,70.00,1094.00,14.20,0.56,0.12,0.35,11.70,18.30,15.10,13.30,1.90,3.30,16.60,12.70,1.70,1.90,3.60,0.16,-0.60,3.30,2.70,1.30
Allen Crabbe,19332500.00,USA,31.00,25.00,BRK,71.00,2085.00,11.10,0.54,0.63,0.16,1.30,14.30,7.70,7.90,1.00,1.10,8.40,18.60,1.00,1.30,2.20,0.05,-0.30,-1.20,-1.50,0.30
Alfonzo McKinnie,815615.00,USA,62.00,25.00,TOR,13.00,49.00,9.20,0.66,0.62,0.23,0.00,13.50,6.90,2.90,1.00,1.60,17.30,15.50,0.00,0.10,0.10,0.08,-1.80,-1.50,-3.30,0.00
Al-Farouq Aminu,7319035.00,USA,8.00,27.00,POR,65.00,1950.00,12.40,0.53,0.59,0.14,5.10,22.30,13.80,5.80,1.90,1.50,10.70,14.90,1.20,3.00,4.20,0.10,-0.50,1.70,1.20,1.60
Alex Poythress,778668.00,USA,62.00,24.00,IND,24.00,101.00,8.50,0.52,0.44,0.00,7.90,11.10,9.50,2.70,1.50,0.90,7.40,11.90,0.10,0.10,0.20,0.08,-1.80,-1.60,-3.50,0.00
Alex Len,4187599.00,Ukraine,5.00,24.00,PHO,66.00,1324.00,19.40,0.62,0.00,0.64,13.40,27.20,20.10,8.50,1.00,3.70,14.20,16.60,3.00,1.20,4.30,0.16,-0.50,1.30,0.80,0.90
Alex Abrines,5725000.00,Spain,32.00,24.00,OKC,73.00,1095.00,9.10,0.57,0.76,0.15,2.30,8.80,5.50,3.40,1.60,0.70,7.70,12.70,1.30,0.90,2.20,0.10,-0.60,-1.80,-2.30,-0.10
Alec Burks,10845506.00,USA,12.00,26.00,UTA,62.00,1030.00,13.10,0.53,0.34,0.31,2.00,18.40,10.30,9.80,1.80,0.70,11.30,22.40,0.20,1.50,1.70,0.08,-2.70,-0.30,-3.00,-0.30
Alan Williams,6000000.00,USA,62.00,25.00,PHO,5.00,70.00,9.30,0.46,0.00,0.50,4.50,29.60,16.80,16.40,3.40,1.20,24.20,17.50,-0.10,0.10,0.00,0.00,-6.50,2.70,-3.70,0.00
Al Jefferson,9769821.00,USA,15.00,33.00,IND,34.00,462.00,19.90,0.56,0.01,0.16,7.40,25.30,16.40,10.10,1.70,4.40,8.70,22.20,0.70,0.80,1.50,0.15,-1.80,1.40,-0.50,0.20
Al Horford,27734405.00,Dominican Rep...,3.00,31.00,BOS,70.00,2219.00,17.50,0.58,0.30,0.15,4.80,20.10,12.60,23.90,0.90,2.90,14.30,18.40,3.80,3.80,7.60,0.16,1.10,3.00,4.10,3.40
Abdel Nader,1167333.00,Egypt,58.00,24.00,BOS,44.00,463.00,5.70,0.46,0.48,0.27,2.40,12.10,7.30,7.20,1.40,1.60,17.10,16.90,-0.60,0.70,0.00,0.00,-5.30,0.30,-5.00,-0.30
Aaron Harrison,83129.00,USA,62.00,23.00,DAL,7.00,164.00,6.60,0.41,0.64,0.24,1.30,12.60,6.80,8.60,2.10,1.10,3.90,14.40,-0.10,0.20,0.10,0.02,-3.20,0.30,-2.90,0.00
Aaron Gordon,5504420.00,USA,4.00,22.00,ORL,55.00,1838.00,16.60,0.53,0.39,0.26,5.20,21.80,13.40,11.70,1.40,1.90,9.70,24.50,1.10,1.90,3.00,0.08,0.10,-0.10,0.10,1.00
Aaron Brooks,2116955.00,USA,26.00,33.00,MIN,31.00,188.00,10.10,0.51,0.45,0.16,4.30,6.20,5.20,15.20,1.60,0.00,11.90,19.70,0.10,0.10,0.20,0.04,-0.50,-3.70,-4.10,-0.10